date,state,deaths+AF8-new,deaths+AF8-unvax,deaths+AF8-pvax,deaths+AF8-fvax,deaths+AF8-boost
2020+AC0-04+AC0-13,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-13,Melaka,1,1,0,0,0
2020+AC0-04+AC0-13,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-13,Pahang,0,0,0,0,0
2020+AC0-04+AC0-13,Perak,0,0,0,0,0
2020+AC0-04+AC0-13,Perlis,0,0,0,0,0
2020+AC0-04+AC0-13,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-13,Sabah,0,0,0,0,0
2020+AC0-04+AC0-13,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-13,Selangor,0,0,0,0,0
2020+AC0-04+AC0-13,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-13,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-13,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-13,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-14,Johor,2,2,0,0,0
2020+AC0-04+AC0-14,Kedah,0,0,0,0,0
2020+AC0-04+AC0-14,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-14,Melaka,0,0,0,0,0
2020+AC0-04+AC0-14,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-14,Pahang,0,0,0,0,0
2020+AC0-04+AC0-14,Perak,0,0,0,0,0
2020+AC0-04+AC0-14,Perlis,0,0,0,0,0
2020+AC0-04+AC0-14,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-14,Sabah,0,0,0,0,0
2020+AC0-04+AC0-14,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-14,Selangor,1,1,0,0,0
2020+AC0-04+AC0-14,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-14,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-14,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-14,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-15,Johor,0,0,0,0,0
2020+AC0-04+AC0-15,Kedah,0,0,0,0,0
2020+AC0-04+AC0-15,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-15,Melaka,0,0,0,0,0
2020+AC0-04+AC0-15,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-15,Pahang,0,0,0,0,0
2020+AC0-04+AC0-15,Perak,0,0,0,0,0
2020+AC0-04+AC0-15,Perlis,0,0,0,0,0
2020+AC0-04+AC0-15,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-15,Sabah,0,0,0,0,0
2020+AC0-04+AC0-15,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-15,Selangor,1,1,0,0,0
2020+AC0-04+AC0-15,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-15,W.P. Kuala Lumpur,1,1,0,0,0
2020+AC0-04+AC0-15,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-15,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-16,Johor,0,0,0,0,0
2020+AC0-04+AC0-16,Kedah,0,0,0,0,0
2020+AC0-04+AC0-16,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-16,Melaka,0,0,0,0,0
2020+AC0-04+AC0-16,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-16,Pahang,1,1,0,0,0
2020+AC0-04+AC0-16,Perak,0,0,0,0,0
2020+AC0-04+AC0-16,Perlis,0,0,0,0,0
2020+AC0-04+AC0-16,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-16,Sabah,0,0,0,0,0
2020+AC0-04+AC0-16,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-16,Selangor,1,1,0,0,0
2020+AC0-04+AC0-16,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-16,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-16,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-16,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-17,Johor,0,0,0,0,0
2020+AC0-04+AC0-17,Kedah,0,0,0,0,0
2020+AC0-04+AC0-17,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-17,Melaka,0,0,0,0,0
2020+AC0-04+AC0-17,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-17,Pahang,0,0,0,0,0
2020+AC0-04+AC0-17,Perak,0,0,0,0,0
2020+AC0-04+AC0-17,Perlis,0,0,0,0,0
2020+AC0-04+AC0-17,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-17,Sabah,0,0,0,0,0
2020+AC0-04+AC0-17,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-17,Selangor,0,0,0,0,0
2020+AC0-04+AC0-17,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-17,W.P. Kuala Lumpur,1,1,0,0,0
2020+AC0-04+AC0-17,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-17,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-18,Johor,0,0,0,0,0
2020+AC0-04+AC0-18,Kedah,0,0,0,0,0
2020+AC0-04+AC0-18,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-18,Melaka,0,0,0,0,0
2020+AC0-04+AC0-18,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-18,Pahang,0,0,0,0,0
2020+AC0-04+AC0-18,Perak,0,0,0,0,0
2020+AC0-04+AC0-18,Perlis,0,0,0,0,0
2020+AC0-04+AC0-18,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-18,Sabah,0,0,0,0,0
2020+AC0-04+AC0-18,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-18,Selangor,0,0,0,0,0
2020+AC0-04+AC0-18,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-18,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-18,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-18,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-19,Johor,1,1,0,0,0
2020+AC0-04+AC0-19,Kedah,0,0,0,0,0
2020+AC0-04+AC0-19,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-19,Melaka,0,0,0,0,0
2020+AC0-04+AC0-19,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-19,Pahang,0,0,0,0,0
2020+AC0-04+AC0-19,Perak,0,0,0,0,0
2020+AC0-04+AC0-19,Perlis,0,0,0,0,0
2020+AC0-04+AC0-19,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-19,Sabah,0,0,0,0,0
2020+AC0-04+AC0-19,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-19,Selangor,0,0,0,0,0
2020+AC0-04+AC0-19,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-19,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-19,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-19,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-20,Johor,0,0,0,0,0
2020+AC0-04+AC0-20,Kedah,0,0,0,0,0
2020+AC0-04+AC0-20,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-20,Melaka,0,0,0,0,0
2020+AC0-04+AC0-20,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-20,Pahang,0,0,0,0,0
2020+AC0-04+AC0-20,Perak,0,0,0,0,0
2020+AC0-04+AC0-20,Perlis,0,0,0,0,0
2020+AC0-04+AC0-20,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-20,Sabah,0,0,0,0,0
2020+AC0-04+AC0-20,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-20,Selangor,1,1,0,0,0
2020+AC0-04+AC0-20,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-20,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-20,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-20,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-21,Johor,0,0,0,0,0
2020+AC0-04+AC0-21,Kedah,0,0,0,0,0
2020+AC0-04+AC0-21,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-21,Melaka,0,0,0,0,0
2020+AC0-04+AC0-21,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-21,Pahang,0,0,0,0,0
2020+AC0-04+AC0-21,Perak,0,0,0,0,0
2020+AC0-04+AC0-21,Perlis,0,0,0,0,0
2020+AC0-04+AC0-21,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-21,Sabah,0,0,0,0,0
2020+AC0-04+AC0-21,Sarawak,1,1,0,0,0
2020+AC0-04+AC0-21,Selangor,0,0,0,0,0
2020+AC0-04+AC0-21,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-21,W.P. Kuala Lumpur,1,1,0,0,0
2020+AC0-04+AC0-21,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-21,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-22,Johor,0,0,0,0,0
2020+AC0-04+AC0-22,Kedah,0,0,0,0,0
2020+AC0-04+AC0-22,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-22,Melaka,0,0,0,0,0
2020+AC0-04+AC0-22,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-22,Pahang,1,1,0,0,0
2020+AC0-04+AC0-22,Perak,0,0,0,0,0
2020+AC0-04+AC0-22,Perlis,0,0,0,0,0
2020+AC0-04+AC0-22,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-22,Sabah,0,0,0,0,0
2020+AC0-04+AC0-22,Sarawak,1,1,0,0,0
2020+AC0-04+AC0-22,Selangor,0,0,0,0,0
2020+AC0-04+AC0-22,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-22,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-22,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-22,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-23,Johor,1,1,0,0,0
2020+AC0-04+AC0-23,Kedah,0,0,0,0,0
2020+AC0-04+AC0-23,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-23,Melaka,0,0,0,0,0
2020+AC0-04+AC0-23,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-23,Pahang,0,0,0,0,0
2020+AC0-04+AC0-23,Perak,0,0,0,0,0
2020+AC0-04+AC0-23,Perlis,0,0,0,0,0
2020+AC0-04+AC0-23,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-23,Sabah,0,0,0,0,0
2020+AC0-04+AC0-23,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-23,Selangor,0,0,0,0,0
2020+AC0-04+AC0-23,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-23,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-23,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-23,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-24,Johor,0,0,0,0,0
2020+AC0-04+AC0-24,Kedah,0,0,0,0,0
2020+AC0-04+AC0-24,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-24,Melaka,0,0,0,0,0
2020+AC0-04+AC0-24,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-24,Pahang,0,0,0,0,0
2020+AC0-04+AC0-24,Perak,0,0,0,0,0
2020+AC0-04+AC0-24,Perlis,0,0,0,0,0
2020+AC0-04+AC0-24,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-24,Sabah,0,0,0,0,0
2020+AC0-04+AC0-24,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-24,Selangor,1,1,0,0,0
2020+AC0-04+AC0-24,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-24,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-24,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-24,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-25,Johor,0,0,0,0,0
2020+AC0-04+AC0-25,Kedah,0,0,0,0,0
2020+AC0-04+AC0-25,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-25,Melaka,0,0,0,0,0
2020+AC0-04+AC0-25,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-25,Pahang,0,0,0,0,0
2020+AC0-04+AC0-25,Perak,0,0,0,0,0
2020+AC0-04+AC0-25,Perlis,0,0,0,0,0
2020+AC0-04+AC0-25,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-25,Sabah,0,0,0,0,0
2020+AC0-04+AC0-25,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-25,Selangor,2,2,0,0,0
2020+AC0-04+AC0-25,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-25,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-25,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-25,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-26,Johor,0,0,0,0,0
2020+AC0-04+AC0-26,Kedah,0,0,0,0,0
2020+AC0-04+AC0-26,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-26,Melaka,0,0,0,0,0
2020+AC0-04+AC0-26,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-26,Pahang,0,0,0,0,0
2020+AC0-04+AC0-26,Perak,0,0,0,0,0
2020+AC0-04+AC0-26,Perlis,0,0,0,0,0
2020+AC0-04+AC0-26,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-26,Sabah,0,0,0,0,0
2020+AC0-04+AC0-26,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-26,Selangor,0,0,0,0,0
2020+AC0-04+AC0-26,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-26,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-26,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-26,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-27,Johor,1,1,0,0,0
2020+AC0-04+AC0-27,Kedah,0,0,0,0,0
2020+AC0-04+AC0-27,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-27,Melaka,0,0,0,0,0
2020+AC0-04+AC0-27,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-27,Pahang,0,0,0,0,0
2020+AC0-04+AC0-27,Perak,0,0,0,0,0
2020+AC0-04+AC0-27,Perlis,0,0,0,0,0
2020+AC0-04+AC0-27,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-27,Sabah,0,0,0,0,0
2020+AC0-04+AC0-27,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-27,Selangor,0,0,0,0,0
2020+AC0-04+AC0-27,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-27,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-27,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-27,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-28,Johor,0,0,0,0,0
2020+AC0-04+AC0-28,Kedah,0,0,0,0,0
2020+AC0-04+AC0-28,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-28,Melaka,0,0,0,0,0
2020+AC0-04+AC0-28,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-28,Pahang,0,0,0,0,0
2020+AC0-04+AC0-28,Perak,0,0,0,0,0
2020+AC0-04+AC0-28,Perlis,0,0,0,0,0
2020+AC0-04+AC0-28,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-28,Sabah,0,0,0,0,0
2020+AC0-04+AC0-28,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-28,Selangor,1,1,0,0,0
2020+AC0-04+AC0-28,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-28,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-28,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-28,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-29,Johor,0,0,0,0,0
2020+AC0-04+AC0-29,Kedah,0,0,0,0,0
2020+AC0-04+AC0-29,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-29,Melaka,0,0,0,0,0
2020+AC0-04+AC0-29,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-29,Pahang,1,1,0,0,0
2020+AC0-04+AC0-29,Perak,0,0,0,0,0
2020+AC0-04+AC0-29,Perlis,0,0,0,0,0
2020+AC0-04+AC0-29,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-29,Sabah,0,0,0,0,0
2020+AC0-04+AC0-29,Sarawak,0,0,0,0,0
2020+AC0-04+AC0-29,Selangor,0,0,0,0,0
2020+AC0-04+AC0-29,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-29,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-04+AC0-29,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-29,W.P. Putrajaya,0,0,0,0,0
2020+AC0-04+AC0-30,Johor,0,0,0,0,0
2020+AC0-04+AC0-30,Kedah,0,0,0,0,0
2020+AC0-04+AC0-30,Kelantan,0,0,0,0,0
2020+AC0-04+AC0-30,Melaka,0,0,0,0,0
2020+AC0-04+AC0-30,Negeri Sembilan,0,0,0,0,0
2020+AC0-04+AC0-30,Pahang,0,0,0,0,0
2020+AC0-04+AC0-30,Perak,0,0,0,0,0
2020+AC0-04+AC0-30,Perlis,0,0,0,0,0
2020+AC0-04+AC0-30,Pulau Pinang,0,0,0,0,0
2020+AC0-04+AC0-30,Sabah,0,0,0,0,0
2020+AC0-04+AC0-30,Sarawak,1,1,0,0,0
2020+AC0-04+AC0-30,Selangor,0,0,0,0,0
2020+AC0-04+AC0-30,Terengganu,0,0,0,0,0
2020+AC0-04+AC0-30,W.P. Kuala Lumpur,1,1,0,0,0
2020+AC0-04+AC0-30,W.P. Labuan,0,0,0,0,0
2020+AC0-04+AC0-30,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-01,Johor,0,0,0,0,0
2020+AC0-05+AC0-01,Kedah,0,0,0,0,0
2020+AC0-05+AC0-01,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-01,Melaka,0,0,0,0,0
2020+AC0-05+AC0-01,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-01,Pahang,0,0,0,0,0
2020+AC0-05+AC0-01,Perak,0,0,0,0,0
2020+AC0-05+AC0-01,Perlis,0,0,0,0,0
2020+AC0-05+AC0-01,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-01,Sabah,0,0,0,0,0
2020+AC0-05+AC0-01,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-01,Selangor,0,0,0,0,0
2020+AC0-05+AC0-01,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-01,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-01,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-01,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-02,Johor,0,0,0,0,0
2020+AC0-05+AC0-02,Kedah,0,0,0,0,0
2020+AC0-05+AC0-02,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-02,Melaka,0,0,0,0,0
2020+AC0-05+AC0-02,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-02,Pahang,0,0,0,0,0
2020+AC0-05+AC0-02,Perak,0,0,0,0,0
2020+AC0-05+AC0-02,Perlis,0,0,0,0,0
2020+AC0-05+AC0-02,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-02,Sabah,0,0,0,0,0
2020+AC0-05+AC0-02,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-02,Selangor,0,0,0,0,0
2020+AC0-05+AC0-02,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-02,W.P. Kuala Lumpur,1,1,0,0,0
2020+AC0-05+AC0-02,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-02,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-03,Johor,0,0,0,0,0
2020+AC0-05+AC0-03,Kedah,0,0,0,0,0
2020+AC0-05+AC0-03,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-03,Melaka,0,0,0,0,0
2020+AC0-05+AC0-03,Negeri Sembilan,1,1,0,0,0
2020+AC0-05+AC0-03,Pahang,0,0,0,0,0
2020+AC0-05+AC0-03,Perak,0,0,0,0,0
2020+AC0-05+AC0-03,Perlis,0,0,0,0,0
2020+AC0-05+AC0-03,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-03,Sabah,0,0,0,0,0
2020+AC0-05+AC0-03,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-03,Selangor,0,0,0,0,0
2020+AC0-05+AC0-03,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-03,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-03,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-03,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-04,Johor,0,0,0,0,0
2020+AC0-05+AC0-04,Kedah,0,0,0,0,0
2020+AC0-05+AC0-04,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-04,Melaka,0,0,0,0,0
2020+AC0-05+AC0-04,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-04,Pahang,0,0,0,0,0
2020+AC0-05+AC0-04,Perak,0,0,0,0,0
2020+AC0-05+AC0-04,Perlis,0,0,0,0,0
2020+AC0-05+AC0-04,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-04,Sabah,0,0,0,0,0
2020+AC0-05+AC0-04,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-04,Selangor,0,0,0,0,0
2020+AC0-05+AC0-04,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-04,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-04,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-04,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-05,Johor,0,0,0,0,0
2020+AC0-05+AC0-05,Kedah,0,0,0,0,0
2020+AC0-05+AC0-05,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-05,Melaka,0,0,0,0,0
2020+AC0-05+AC0-05,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-05,Pahang,0,0,0,0,0
2020+AC0-05+AC0-05,Perak,0,0,0,0,0
2020+AC0-05+AC0-05,Perlis,0,0,0,0,0
2020+AC0-05+AC0-05,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-05,Sabah,0,0,0,0,0
2020+AC0-05+AC0-05,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-05,Selangor,2,2,0,0,0
2020+AC0-05+AC0-05,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-05,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-05,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-05,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-06,Johor,0,0,0,0,0
2020+AC0-05+AC0-06,Kedah,0,0,0,0,0
2020+AC0-05+AC0-06,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-06,Melaka,0,0,0,0,0
2020+AC0-05+AC0-06,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-06,Pahang,0,0,0,0,0
2020+AC0-05+AC0-06,Perak,0,0,0,0,0
2020+AC0-05+AC0-06,Perlis,0,0,0,0,0
2020+AC0-05+AC0-06,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-06,Sabah,0,0,0,0,0
2020+AC0-05+AC0-06,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-06,Selangor,0,0,0,0,0
2020+AC0-05+AC0-06,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-06,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-06,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-06,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-07,Johor,0,0,0,0,0
2020+AC0-05+AC0-07,Kedah,0,0,0,0,0
2020+AC0-05+AC0-07,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-07,Melaka,0,0,0,0,0
2020+AC0-05+AC0-07,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-07,Pahang,0,0,0,0,0
2020+AC0-05+AC0-07,Perak,0,0,0,0,0
2020+AC0-05+AC0-07,Perlis,0,0,0,0,0
2020+AC0-05+AC0-07,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-07,Sabah,1,1,0,0,0
2020+AC0-05+AC0-07,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-07,Selangor,0,0,0,0,0
2020+AC0-05+AC0-07,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-07,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-07,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-07,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-08,Johor,0,0,0,0,0
2020+AC0-05+AC0-08,Kedah,0,0,0,0,0
2020+AC0-05+AC0-08,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-08,Melaka,0,0,0,0,0
2020+AC0-05+AC0-08,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-08,Pahang,0,0,0,0,0
2020+AC0-05+AC0-08,Perak,0,0,0,0,0
2020+AC0-05+AC0-08,Perlis,0,0,0,0,0
2020+AC0-05+AC0-08,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-08,Sabah,0,0,0,0,0
2020+AC0-05+AC0-08,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-08,Selangor,0,0,0,0,0
2020+AC0-05+AC0-08,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-08,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-08,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-08,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-09,Johor,0,0,0,0,0
2020+AC0-05+AC0-09,Kedah,0,0,0,0,0
2020+AC0-05+AC0-09,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-09,Melaka,1,1,0,0,0
2020+AC0-05+AC0-09,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-09,Pahang,0,0,0,0,0
2020+AC0-05+AC0-09,Perak,0,0,0,0,0
2020+AC0-05+AC0-09,Perlis,0,0,0,0,0
2020+AC0-05+AC0-09,Pulau Pinang,0,0,0,0,0
2020+AC0-05+AC0-09,Sabah,0,0,0,0,0
2020+AC0-05+AC0-09,Sarawak,0,0,0,0,0
2020+AC0-05+AC0-09,Selangor,0,0,0,0,0
2020+AC0-05+AC0-09,Terengganu,0,0,0,0,0
2020+AC0-05+AC0-09,W.P. Kuala Lumpur,0,0,0,0,0
2020+AC0-05+AC0-09,W.P. Labuan,0,0,0,0,0
2020+AC0-05+AC0-09,W.P. Putrajaya,0,0,0,0,0
2020+AC0-05+AC0-10,Johor,0,0,0,0,0
2020+AC0-05+AC0-10,Kedah,0,0,0,0,0
2020+AC0-05+AC0-10,Kelantan,0,0,0,0,0
2020+AC0-05+AC0-10,Melaka,0,0,0,0,0
2020+AC0-05+AC0-10,Negeri Sembilan,0,0,0,0,0
2020+AC0-05+AC0-10,Pahang,0,0,0,0,0
2020+AC0-05+AC0-10,Perak,0,0,0,0,0
2020+AC0-05+AC0-10,Perlis,0,0,0,0,0
